reporter_area_label,year,value,value_millions
Curaçao,2004,452.0,0.452
Curaçao,2005,510.0,0.51
Curaçao,2006,572.0,0.572
Curaçao,2007,664.0,0.664
Curaçao,2008,773.0,0.773
Curaçao,2009,808.0,0.808
Curaçao,2010,762.0,0.762
Curaçao,2011,837.0,0.837
Curaçao,2012,908.0,0.908
Curaçao,2013,1071.0,1.071
Curaçao,2014,1129.0,1.129
Curaçao,2015,1072.0,1.072
Curaçao,2016,944.0,0.944
Curaçao,2017,1058.0,1.058
Curaçao,2018,1210.0,1.21
Curaçao,2019,1293.0,1.293
Curaçao,2020,436.0,0.436
Curaçao,2021,418.0,0.418
Curaçao,2022,1034.2,1.0342
Aruba,1995,912.0,0.912
Aruba,1996,957.0,0.957
Aruba,1997,947.0,0.947
Aruba,1998,906.0,0.906
Aruba,1999,972.0,0.972
Aruba,2000,1211.0,1.211
Aruba,2001,1178.0,1.178
Aruba,2002,1225.0,1.225
Aruba,2003,1184.0,1.184
Aruba,2004,1304.0,1.304
Aruba,2005,1286.0,1.286
Aruba,2006,1285.0,1.285
Aruba,2007,1254.0,1.254
Aruba,2008,1383.0,1.383
Aruba,2009,1420.0,1.42
Aruba,2010,1394.0,1.394
Aruba,2011,1469.0,1.469
Aruba,2012,1481.0,1.481
Aruba,2013,1667.0,1.667
Aruba,2014,1739.0,1.739
Aruba,2015,1832.0,1.832
Aruba,2016,1758.0,1.758
Aruba,2017,1863.0,1.863
Aruba,2018,1897.0,1.897
Aruba,2019,1951.0,1.951
Aruba,2020,623.0,0.623
Aruba,2021,943.0,0.943
Aruba,2022,1711.0,1.711
Sint Maarten (Dutch part),1995,1024.0,1.024
Sint Maarten (Dutch part),1996,1022.0,1.022
Sint Maarten (Dutch part),1997,1325.0,1.325
Sint Maarten (Dutch part),1998,1339.0,1.339
Sint Maarten (Dutch part),1999,1061.0,1.061
Sint Maarten (Dutch part),2000,1300.0,1.3
Sint Maarten (Dutch part),2001,1271.0,1.271
Sint Maarten (Dutch part),2002,1436.0,1.436
Sint Maarten (Dutch part),2003,1600.0,1.6
Sint Maarten (Dutch part),2004,1823.0,1.823
Sint Maarten (Dutch part),2005,1956.0,1.956
Sint Maarten (Dutch part),2006,1890.0,1.89
Sint Maarten (Dutch part),2007,1891.0,1.891
Sint Maarten (Dutch part),2008,1821.0,1.821
Sint Maarten (Dutch part),2009,1655.0,1.655
Sint Maarten (Dutch part),2010,1956.0,1.956
Sint Maarten (Dutch part),2011,2080.0,2.08
Sint Maarten (Dutch part),2012,2210.0,2.21
Sint Maarten (Dutch part),2013,2253.0,2.253
Sint Maarten (Dutch part),2014,2502.0,2.502
Sint Maarten (Dutch part),2015,2407.0,2.407
Sint Maarten (Dutch part),2016,2197.0,2.197
Sint Maarten (Dutch part),2017,1640.0,1.64
Sint Maarten (Dutch part),2018,1775.0,1.775
Sint Maarten (Dutch part),2019,1952.0,1.952
Sint Maarten (Dutch part),2020,542.0,0.542
Sint Maarten (Dutch part),2021,482.0,0.482
Sint Maarten (Dutch part),2022,1217.0,1.217
New Caledonia,1995,122.0,0.122
New Caledonia,1996,138.0,0.138
New Caledonia,1997,139.0,0.139
New Caledonia,1998,127.0,0.127
New Caledonia,1999,151.0,0.151
New Caledonia,2000,161.0,0.161
New Caledonia,2001,152.0,0.152
New Caledonia,2002,158.0,0.158
New Caledonia,2003,166.0,0.166
New Caledonia,2004,177.0,0.177
New Caledonia,2005,182.0,0.182
New Caledonia,2006,219.0,0.219
New Caledonia,2007,227.0,0.227
New Caledonia,2008,256.0,0.256
New Caledonia,2009,230.0,0.23
New Caledonia,2010,282.0,0.282
New Caledonia,2011,348.0,0.348
New Caledonia,2012,390.0,0.39
New Caledonia,2013,494.0,0.494
New Caledonia,2014,529.0,0.529
New Caledonia,2015,558.0,0.558
New Caledonia,2016,625.0,0.625
New Caledonia,2017,626.0,0.626
New Caledonia,2018,576.0,0.576
New Caledonia,2019,474.0,0.474
New Caledonia,2020,80.136,0.080136
New Caledonia,2021,13.825,0.013824999999999999
New Caledonia,2022,138.748,0.13874799999999998
New Caledonia,2023,125.097,0.12509699999999999
New Caledonia,2024,59.399,0.059399
Vanuatu,1995,82.0,0.082
Vanuatu,1996,103.0,0.103
Vanuatu,1997,81.0,0.081
Vanuatu,1998,78.0,0.078
Vanuatu,1999,96.0,0.096
Vanuatu,2000,106.0,0.106
Vanuatu,2001,106.0,0.106
Vanuatu,2002,99.0,0.099
Vanuatu,2003,102.0,0.102
Vanuatu,2004,99.0,0.099
Vanuatu,2005,126.0,0.126
Vanuatu,2006,154.0,0.154
Vanuatu,2007,167.0,0.167
Vanuatu,2008,196.6,0.1966
Vanuatu,2009,225.5,0.2255
Vanuatu,2010,237.7,0.2377
Vanuatu,2011,248.9,0.2489
Vanuatu,2012,321.0,0.321
Vanuatu,2013,357.0,0.357
Vanuatu,2014,329.0,0.329
Vanuatu,2015,287.0,0.287
Vanuatu,2016,351.6,0.3516
Vanuatu,2017,332.7,0.3327
Vanuatu,2018,350.2,0.3502
Vanuatu,2019,256.0,0.256
Vanuatu,2020,82.4,0.0824
Vanuatu,2022,65.0,0.065
New Zealand,1995,1409.0,1.409
New Zealand,1996,1529.0,1.529
New Zealand,1997,1497.0,1.497
New Zealand,1998,1485.0,1.485
New Zealand,1999,1607.0,1.607
New Zealand,2000,1787.0,1.787
New Zealand,2001,1909.0,1.909
New Zealand,2002,2045.0,2.045
New Zealand,2003,2104.0,2.104
New Zealand,2004,2334.0,2.334
New Zealand,2005,2366.0,2.366
New Zealand,2006,2409.0,2.409
New Zealand,2007,2455.0,2.455
New Zealand,2008,2483.0,2.483
New Zealand,2009,2473.0,2.473
New Zealand,2010,2530.0,2.53
New Zealand,2011,2617.0,2.617
New Zealand,2012,2574.0,2.574
New Zealand,2013,2710.0,2.71
New Zealand,2014,2854.0,2.854
New Zealand,2015,3129.0,3.129
New Zealand,2016,3494.0,3.494
New Zealand,2017,3723.0,3.723
New Zealand,2018,3858.0,3.858
New Zealand,2019,3888.0,3.888
New Zealand,2020,996.35,0.9963500000000001
New Zealand,2021,206.832,0.206832
New Zealand,2022,1433.832,1.4338320000000002
New Zealand,2023,2956.94,2.95694
New Zealand,2024,3313.802,3.313802
Nicaragua,1995,341.0,0.341
Nicaragua,1996,388.0,0.388
Nicaragua,1997,453.0,0.453
Nicaragua,1998,483.0,0.483
Nicaragua,1999,530.0,0.53
Nicaragua,2000,581.0,0.581
Nicaragua,2001,584.0,0.584
Nicaragua,2002,579.0,0.579
Nicaragua,2003,646.0,0.646
Nicaragua,2004,735.0,0.735
Nicaragua,2005,804.0,0.804
Nicaragua,2006,891.0,0.891
Nicaragua,2007,978.0,0.978
Nicaragua,2008,1011.0,1.011
Nicaragua,2009,1010.0,1.01
Nicaragua,2010,1071.0,1.071
Nicaragua,2011,1122.0,1.122
Nicaragua,2012,1233.0,1.233
Nicaragua,2013,1273.0,1.273
Nicaragua,2014,1390.0,1.39
Nicaragua,2015,1456.0,1.456
Nicaragua,2016,1596.0,1.596
Nicaragua,2017,1958.0,1.958
Nicaragua,2018,1412.0,1.412
Nicaragua,2019,1455.0,1.455
Nicaragua,2020,474.0,0.474
Nicaragua,2021,312.4,0.31239999999999996
Nicaragua,2022,932.7,0.9327000000000001
Nigeria,1995,1031.0,1.031
Nigeria,1996,1230.0,1.23
Nigeria,1997,1292.0,1.292
Nigeria,1998,1357.0,1.357
Nigeria,1999,1425.0,1.425
Nigeria,2000,1492.0,1.492
Nigeria,2001,1753.0,1.753
Nigeria,2002,2046.0,2.046
Nigeria,2003,2253.0,2.253
Nigeria,2004,2646.0,2.646
Nigeria,2005,2778.0,2.778
Nigeria,2006,3056.0,3.056
Nigeria,2007,5239.0,5.239
Nigeria,2008,5820.0,5.82
Nigeria,2009,6053.0,6.053
Nigeria,2010,6113.0,6.113
Nigeria,2011,3765.0,3.765
Nigeria,2012,4673.0,4.673
Nigeria,2013,4038.0,4.038
Nigeria,2014,4803.0,4.803
Nigeria,2015,6017.0,6.017
Nigeria,2016,5265.0,5.265
Nigeria,2017,5182.0,5.182
Nigeria,2018,5254.0,5.254
Nigeria,2019,5361.0,5.361
Nigeria,2020,1209.0,1.209
Nigeria,2021,1246.0,1.246
Nigeria,2022,1252.0,1.252
Nigeria,2023,1270.92,1.27092
Nigeria,2024,1296.3384,1.2963384
Niue,2017,11.6,0.0116
Norway,1998,5045.0,5.045
Norway,1999,5123.0,5.123
Norway,2000,5121.0,5.121
Norway,2001,5115.0,5.115
Norway,2002,4543.0,4.543
Norway,2003,4686.0,4.686
Norway,2004,5130.0,5.13
Norway,2005,5418.0,5.418
Norway,2006,5738.0,5.738
Norway,2007,6017.0,6.017
Norway,2008,6054.0,6.054
Norway,2009,6114.0,6.114
Norway,2010,6578.0,6.578
Norway,2011,6693.0,6.693
Norway,2020,1397.0,1.397
Norway,2021,1435.0,1.435
Norway,2022,4979.4,4.9794
Northern Mariana Islands,1995,676.0,0.676
Northern Mariana Islands,1996,736.0,0.736
Northern Mariana Islands,1997,695.0,0.695
Northern Mariana Islands,1998,490.0,0.49
Northern Mariana Islands,1999,502.0,0.502
Northern Mariana Islands,2000,529.0,0.529
Northern Mariana Islands,2001,444.0,0.444
Northern Mariana Islands,2002,476.0,0.476
Northern Mariana Islands,2003,459.0,0.459
Northern Mariana Islands,2004,536.0,0.536
Northern Mariana Islands,2005,507.0,0.507
Northern Mariana Islands,2006,436.0,0.436
Northern Mariana Islands,2007,389.0,0.389
Northern Mariana Islands,2008,397.0,0.397
Northern Mariana Islands,2009,354.0,0.354
Northern Mariana Islands,2010,379.0,0.379
Northern Mariana Islands,2011,341.0,0.341
Northern Mariana Islands,2012,401.0,0.401
Northern Mariana Islands,2013,439.0,0.439
Northern Mariana Islands,2014,460.0,0.46
Northern Mariana Islands,2015,479.0,0.479
Northern Mariana Islands,2016,531.0,0.531
Northern Mariana Islands,2017,660.0,0.66
Northern Mariana Islands,2018,518.0,0.518
Northern Mariana Islands,2019,487.0,0.487
Northern Mariana Islands,2020,89.0,0.089
Northern Mariana Islands,2021,12.7,0.0127
Northern Mariana Islands,2022,96.6,0.09659999999999999
Marshall Islands,2016,6.5,0.0065
Marshall Islands,2017,7.9,0.0079
Marshall Islands,2020,2.0,0.002
Panama,1995,417.0,0.417
Panama,1996,443.0,0.443
Panama,1997,504.0,0.504
Panama,1998,529.0,0.529
Panama,1999,555.0,0.555
Panama,2000,600.0,0.6
Panama,2001,737.0,0.737
Panama,2002,800.0,0.8
Panama,2003,897.0,0.897
Panama,2004,1004.0,1.004
Panama,2005,1070.0,1.07
Panama,2006,1215.0,1.215
Panama,2007,1428.0,1.428
Panama,2008,1575.0,1.575
Panama,2009,1562.0,1.562
Panama,2010,1726.0,1.726
Panama,2011,2004.0,2.004
Panama,2012,2086.0,2.086
Panama,2013,2202.0,2.202
Panama,2014,2305.0,2.305
Panama,2015,2553.0,2.553
Panama,2016,2379.0,2.379
Panama,2017,2517.0,2.517
Panama,2018,2487.0,2.487
Panama,2019,2494.0,2.494
Panama,2020,647.0,0.647
Panama,2021,804.0,0.804
Panama,2022,1946.0,1.946
Papua New Guinea,2008,120.0,0.12
Papua New Guinea,2009,126.0,0.126
Papua New Guinea,2010,146.0,0.146
Papua New Guinea,2011,165.0,0.165
Papua New Guinea,2012,175.0,0.175
Papua New Guinea,2013,182.0,0.182
Papua New Guinea,2014,191.0,0.191
Papua New Guinea,2015,199.0,0.199
Papua New Guinea,2016,198.0,0.198
Papua New Guinea,2017,182.0,0.182
Papua New Guinea,2018,195.0,0.195
Papua New Guinea,2019,211.0,0.211
Papua New Guinea,2020,39.0,0.039
Papua New Guinea,2021,17.0,0.017
Papua New Guinea,2022,69.4,0.0694
Paraguay,1995,15678.0,15.678
Paraguay,1996,12868.0,12.868
Paraguay,1997,10955.0,10.955
Paraguay,1998,9818.0,9.818
Paraguay,1999,6569.0,6.569
Paraguay,2000,3924.0,3.924
Paraguay,2001,3550.0,3.55
Paraguay,2002,3194.0,3.194
Paraguay,2003,2859.0,2.859
Paraguay,2004,2589.0,2.589
Paraguay,2005,2648.0,2.648
Paraguay,2006,2830.0,2.83
Paraguay,2007,3005.0,3.005
Paraguay,2008,3118.0,3.118
Paraguay,2009,3183.0,3.183
Paraguay,2010,3171.0,3.171
Paraguay,2011,3365.0,3.365
Paraguay,2012,3655.0,3.655
Paraguay,2013,3538.0,3.538
Paraguay,2014,3455.0,3.455
Paraguay,2015,4102.0,4.102
Paraguay,2016,4318.0,4.318
Paraguay,2017,4744.0,4.744
Paraguay,2018,4183.0,4.183
Paraguay,2019,4368.0,4.368
Paraguay,2020,1077.0,1.077
Paraguay,2021,571.0,0.571
Paraguay,2022,1548.3,1.5483
Paraguay,2023,1930.0,1.93
Paraguay,2024,2233.0,2.233
Peru,2002,1304.0,1.304
Peru,2003,1380.0,1.38
Peru,2004,1650.0,1.65
Peru,2005,1938.0,1.938
Peru,2006,2227.0,2.227
Peru,2007,2451.0,2.451
Peru,2008,2581.0,2.581
Peru,2009,2681.0,2.681
Peru,2010,2948.0,2.948
Peru,2011,3299.0,3.299
Peru,2012,3642.0,3.642
Peru,2013,4010.0,4.01
Peru,2014,4062.0,4.062
Peru,2015,4381.0,4.381
Peru,2016,4718.0,4.718
Peru,2017,4992.0,4.992
Peru,2018,5384.0,5.384
Peru,2019,5275.0,5.275
Peru,2020,1119.0,1.119
Peru,2021,444.0,0.444
Peru,2022,2278.5,2.2785
Philippines,2020,1508.0,1.508
Philippines,2021,164.0,0.164
Philippines,2022,2654.0,2.654
Poland,1995,82244.0,82.244
Poland,1996,87439.0,87.439
Poland,1997,87817.0,87.817
Poland,1998,88592.0,88.592
Poland,1999,89118.0,89.118
Poland,2000,84515.0,84.515
Poland,2001,61431.0,61.431
Poland,2002,50735.0,50.735
Poland,2003,52130.0,52.13
Poland,2004,61918.0,61.918
Poland,2005,64606.0,64.606
Poland,2006,65115.0,65.115
Poland,2007,66208.0,66.208
Poland,2008,59935.0,59.935
Poland,2009,53840.0,53.84
Poland,2010,58340.0,58.34
Poland,2011,60745.0,60.745
Poland,2012,67390.0,67.39
Poland,2013,72310.0,72.31
Poland,2014,73750.0,73.75
Poland,2015,77743.0,77.743
Poland,2016,80476.0,80.476
Poland,2017,83804.0,83.804
Poland,2018,85946.0,85.946
Poland,2019,88515.0,88.515
Poland,2020,51076.0,51.076
Poland,2021,51026.0,51.026
Poland,2022,71815.0,71.815
Poland,2023,77665.0,77.665
Poland,2024,76905.0,76.905
Portugal,1995,23066.0,23.066
Portugal,1996,23252.0,23.252
Portugal,1997,24244.0,24.244
Portugal,1998,26560.0,26.56
Portugal,1999,27016.0,27.016
Portugal,2000,28014.0,28.014
Portugal,2001,28150.0,28.15
Portugal,2002,27194.0,27.194
Portugal,2003,27532.0,27.532
Portugal,2004,21165.0,21.165
Portugal,2005,21173.0,21.173
Portugal,2006,22588.0,22.588
Portugal,2020,6480.0,6.48
Portugal,2021,9617.0,9.617
Portugal,2022,22254.0,22.254
Portugal,2023,26504.0,26.504
Portugal,2024,28970.0,28.97
Puerto Rico,1995,4087.0,4.087
Puerto Rico,1996,4110.0,4.11
Puerto Rico,1997,4350.0,4.35
Puerto Rico,1998,4671.0,4.671
Puerto Rico,1999,4221.0,4.221
Puerto Rico,2000,4566.0,4.566
Puerto Rico,2001,4908.0,4.908
Puerto Rico,2002,4364.0,4.364
Puerto Rico,2003,4402.0,4.402
Puerto Rico,2004,4889.0,4.889
Puerto Rico,2005,5073.0,5.073
Puerto Rico,2006,5022.0,5.022
Puerto Rico,2007,5062.0,5.062
Puerto Rico,2008,5213.0,5.213
Puerto Rico,2009,4415.0,4.415
Puerto Rico,2010,4379.0,4.379
Puerto Rico,2011,4214.0,4.214
Puerto Rico,2012,4197.0,4.197
Puerto Rico,2013,4210.0,4.21
Puerto Rico,2014,4456.0,4.456
Puerto Rico,2015,5051.0,5.051
Puerto Rico,2016,5003.0,5.003
Puerto Rico,2017,4927.0,4.927
Puerto Rico,2018,4260.0,4.26
Puerto Rico,2019,4931.0,4.931
Puerto Rico,2020,3882.0,3.882
Puerto Rico,2021,2754.7,2.7546999999999997
Puerto Rico,2022,3637.5,3.6375
Qatar,2009,1482.0,1.482
Qatar,2010,1700.0,1.7
Qatar,2011,2057.0,2.057
Qatar,2012,2324.0,2.324
Qatar,2013,2612.0,2.612
Qatar,2014,2839.0,2.839
Qatar,2015,2941.0,2.941
Qatar,2016,2938.0,2.938
Qatar,2017,2256.0,2.256
Qatar,2018,1819.0,1.819
Qatar,2019,2136.5,2.1365
Qatar,2020,581.7,0.5817
Qatar,2021,610.8,0.6108
Qatar,2022,2559.8,2.5598
Réunion,2017,551.0,0.551
Réunion,2018,574.0,0.574
Réunion,2019,601.0,0.601
Réunion,2020,255.1,0.2551
Romania,1995,5445.0,5.445
Romania,1996,5205.0,5.205
Romania,1997,5149.0,5.149
Romania,1998,4831.0,4.831
Romania,1999,5224.0,5.224
Romania,2000,5264.0,5.264
Romania,2001,4938.0,4.938
Romania,2002,4794.0,4.794
Romania,2003,5595.0,5.595
Romania,2004,6600.0,6.6
Romania,2005,5839.0,5.839
Romania,2006,6037.0,6.037
Romania,2007,7722.0,7.722
Romania,2008,8862.0,8.862
Romania,2009,7575.0,7.575
Romania,2010,7498.0,7.498
Romania,2011,7611.0,7.611
Romania,2012,7937.0,7.937
Romania,2013,8019.0,8.019
Romania,2014,8442.0,8.442
Romania,2015,9331.0,9.331
Romania,2016,10223.0,10.223
Romania,2017,10926.0,10.926
Romania,2018,11720.0,11.72
Romania,2019,12815.0,12.815
Romania,2020,5022.7,5.0226999999999995
Romania,2021,6788.9,6.7889
Romania,2022,12696.8,12.6968
Romania,2023,14777.0,14.777
Romania,2024,13353.0,13.353
Russian Federation,1995,10290.0,10.29
Russian Federation,1996,16208.0,16.208
Russian Federation,1997,17463.0,17.463
Russian Federation,1998,16188.0,16.188
Russian Federation,1999,18820.0,18.82
Russian Federation,2000,21169.0,21.169
Russian Federation,2001,21595.0,21.595
Russian Federation,2002,23309.0,23.309
Russian Federation,2003,22521.0,22.521
Russian Federation,2004,22064.0,22.064
Russian Federation,2005,22201.0,22.201
Russian Federation,2006,22486.0,22.486
Russian Federation,2007,22909.0,22.909
Russian Federation,2008,23676.0,23.676
Russian Federation,2009,21339.0,21.339
Russian Federation,2010,22281.0,22.281
Russian Federation,2011,24932.0,24.932
Russian Federation,2012,28177.0,28.177
Russian Federation,2013,30792.0,30.792
Russian Federation,2014,32421.0,32.421
Russian Federation,2015,33729.0,33.729
Russian Federation,2016,24571.0,24.571
Russian Federation,2017,24390.0,24.39
Russian Federation,2018,24551.0,24.551
Russian Federation,2019,24419.0,24.419
Russian Federation,2020,6359.0,6.359
Rwanda,2006,531.0,0.531
Rwanda,2007,610.0,0.61
Rwanda,2008,669.0,0.669
Rwanda,2009,664.0,0.664
Rwanda,2010,667.0,0.667
Rwanda,2011,908.0,0.908
Rwanda,2012,1061.0,1.061
Rwanda,2013,1122.0,1.122
Rwanda,2014,1220.0,1.22
Rwanda,2015,1298.0,1.298
Rwanda,2016,1377.0,1.377
Rwanda,2017,1570.0,1.57
Rwanda,2018,1711.0,1.711
Rwanda,2019,1634.0,1.634
Rwanda,2020,497.0,0.497
Rwanda,2021,511.0,0.511
Saint Kitts and Nevis,1995,203.0,0.203
Saint Kitts and Nevis,1996,172.0,0.172
Saint Kitts and Nevis,1997,194.0,0.194
Saint Kitts and Nevis,1998,250.0,0.25
Saint Kitts and Nevis,1999,226.0,0.226
Saint Kitts and Nevis,2000,247.0,0.247
Saint Kitts and Nevis,2001,334.0,0.334
Saint Kitts and Nevis,2002,240.0,0.24
Saint Kitts and Nevis,2003,247.0,0.247
Saint Kitts and Nevis,2004,383.0,0.383
Saint Kitts and Nevis,2005,365.0,0.365
Saint Kitts and Nevis,2006,350.0,0.35
Saint Kitts and Nevis,2007,379.0,0.379
Saint Kitts and Nevis,2008,533.0,0.533
Saint Kitts and Nevis,2009,548.0,0.548
Saint Kitts and Nevis,2010,624.0,0.624
Saint Kitts and Nevis,2011,723.0,0.723
Saint Kitts and Nevis,2012,666.0,0.666
Saint Kitts and Nevis,2013,695.0,0.695
Saint Kitts and Nevis,2014,818.0,0.818
Saint Kitts and Nevis,2015,1036.0,1.036
Saint Kitts and Nevis,2016,1055.0,1.055
Saint Kitts and Nevis,2017,1194.0,1.194
Saint Kitts and Nevis,2018,1278.0,1.278
Saint Kitts and Nevis,2019,1107.0,1.107
Saint Kitts and Nevis,2020,301.4,0.3014
Saint Kitts and Nevis,2021,122.6,0.1226
Saint Kitts and Nevis,2022,589.1,0.5891000000000001
Anguilla,1995,107.0,0.107
Anguilla,1996,86.0,0.086
Anguilla,1997,114.0,0.114
Anguilla,1998,114.0,0.114
Anguilla,1999,107.0,0.107
Anguilla,2000,112.0,0.112
Anguilla,2001,105.0,0.105
Anguilla,2002,111.0,0.111
Anguilla,2003,109.0,0.109
Anguilla,2004,121.0,0.121
Anguilla,2005,143.0,0.143
Anguilla,2006,167.0,0.167
Anguilla,2007,164.0,0.164
Anguilla,2008,128.0,0.128
Anguilla,2009,112.0,0.112
Anguilla,2010,118.0,0.118
Anguilla,2011,124.0,0.124
Anguilla,2012,129.0,0.129
Anguilla,2013,151.0,0.151
Anguilla,2014,177.0,0.177
Anguilla,2015,186.0,0.186
Anguilla,2016,176.0,0.176
Anguilla,2017,151.0,0.151
Anguilla,2018,87.0,0.087
Anguilla,2019,166.0,0.166
Anguilla,2020,41.1,0.041100000000000005
Anguilla,2021,28.7,0.0287
Anguilla,2022,95.8,0.0958
Saint Lucia,1995,407.0,0.407
Saint Lucia,1996,422.0,0.422
Saint Lucia,1997,563.0,0.563
Saint Lucia,1998,629.0,0.629
Saint Lucia,1999,666.0,0.666
Saint Lucia,2000,727.0,0.727
Saint Lucia,2001,747.0,0.747
Saint Lucia,2002,648.0,0.648
Saint Lucia,2003,683.0,0.683
Saint Lucia,2004,791.0,0.791
Saint Lucia,2005,720.0,0.72
Saint Lucia,2006,670.0,0.67
Saint Lucia,2007,905.0,0.905
Saint Lucia,2008,925.0,0.925
Saint Lucia,2009,982.0,0.982
Saint Lucia,2010,984.0,0.984
Saint Lucia,2011,950.0,0.95
Saint Lucia,2012,889.0,0.889
Saint Lucia,2013,921.0,0.921
Saint Lucia,2014,987.0,0.987
Saint Lucia,2015,1031.0,1.031
Saint Lucia,2016,948.0,0.948
Saint Lucia,2017,1064.0,1.064
Saint Lucia,2018,1165.0,1.165
Saint Lucia,2019,1220.0,1.22
Saint Lucia,2020,432.5,0.4325
Saint Lucia,2021,297.0,0.297
Saint Lucia,2022,714.0,0.714
Saint Vincent and the Grenadines,1995,218.0,0.218
Saint Vincent and the Grenadines,1996,216.0,0.216
Saint Vincent and the Grenadines,1997,200.0,0.2
Saint Vincent and the Grenadines,1998,202.0,0.202
Saint Vincent and the Grenadines,1999,223.0,0.223
Saint Vincent and the Grenadines,2000,256.0,0.256
Saint Vincent and the Grenadines,2001,254.0,0.254
Saint Vincent and the Grenadines,2002,247.0,0.247
Saint Vincent and the Grenadines,2003,242.0,0.242
Saint Vincent and the Grenadines,2004,262.0,0.262
Saint Vincent and the Grenadines,2005,256.0,0.256
Saint Vincent and the Grenadines,2006,306.0,0.306
Saint Vincent and the Grenadines,2007,328.0,0.328
Saint Vincent and the Grenadines,2008,250.0,0.25
Saint Vincent and the Grenadines,2009,271.0,0.271
Saint Vincent and the Grenadines,2010,231.0,0.231
Saint Vincent and the Grenadines,2011,208.0,0.208
Saint Vincent and the Grenadines,2012,200.0,0.2
Saint Vincent and the Grenadines,2013,200.0,0.2
Saint Vincent and the Grenadines,2014,205.0,0.205
Saint Vincent and the Grenadines,2015,207.0,0.207
Saint Vincent and the Grenadines,2016,227.0,0.227
Saint Vincent and the Grenadines,2017,303.6,0.30360000000000004
Saint Vincent and the Grenadines,2018,356.0,0.356
Saint Vincent and the Grenadines,2019,399.0,0.399
Saint Vincent and the Grenadines,2020,155.0,0.155
Saint Vincent and the Grenadines,2021,56.7,0.0567
Saint Vincent and the Grenadines,2022,210.0,0.21
San Marino,1995,3368.0,3.368
San Marino,1996,3345.0,3.345
San Marino,1997,3308.0,3.308
San Marino,1998,3264.0,3.264
San Marino,1999,3148.0,3.148
San Marino,2000,3071.0,3.071
San Marino,2001,3036.0,3.036
San Marino,2002,3102.0,3.102
San Marino,2003,2882.0,2.882
San Marino,2004,2812.0,2.812
San Marino,2005,2107.0,2.107
San Marino,2006,2136.0,2.136
San Marino,2007,2164.0,2.164
San Marino,2008,2112.0,2.112
San Marino,2009,2056.0,2.056
San Marino,2010,1976.0,1.976
San Marino,2011,2038.0,2.038
San Marino,2012,1869.0,1.869
San Marino,2013,1905.0,1.905
San Marino,2014,2004.0,2.004
San Marino,2015,1888.0,1.888
San Marino,2016,2000.0,2.0
San Marino,2017,1937.0,1.937
San Marino,2018,1874.0,1.874
San Marino,2019,1904.0,1.904
San Marino,2020,1015.0,1.015
San Marino,2021,1354.0,1.354
Sao Tome and Principe,2001,7.7,0.0077
Saudi Arabia,1995,4398.0,4.398
Saudi Arabia,2004,11083.0,11.083
Saudi Arabia,2005,10417.0,10.417
Saudi Arabia,2006,10962.0,10.962
Saudi Arabia,2007,13479.0,13.479
Saudi Arabia,2008,17717.0,17.717
Saudi Arabia,2009,13319.0,13.319
Saudi Arabia,2010,13025.0,13.025
Saudi Arabia,2011,15776.0,15.776
Saudi Arabia,2012,19847.0,19.847
Saudi Arabia,2013,19934.0,19.934
Saudi Arabia,2014,23010.0,23.01
Saudi Arabia,2015,21834.0,21.834
Saudi Arabia,2016,20887.0,20.887
Saudi Arabia,2017,18607.0,18.607
Saudi Arabia,2018,17570.0,17.57
Saudi Arabia,2019,20292.0,20.292
Saudi Arabia,2020,4881.78024,4.88178024
Saudi Arabia,2021,3869.16588,3.86916588
Saudi Arabia,2022,18255.5925,18.2555925
Saudi Arabia,2023,30125.401,30.125401
Saudi Arabia,2024,33479.096,33.479096
Senegal,2003,502.0,0.502
Senegal,2004,677.0,0.677
Senegal,2005,779.0,0.779
Senegal,2006,876.0,0.876
Senegal,2007,879.0,0.879
Senegal,2008,877.0,0.877
Senegal,2009,815.0,0.815
Senegal,2010,906.0,0.906
Senegal,2011,977.0,0.977
Senegal,2012,967.0,0.967
Senegal,2013,1069.0,1.069
Senegal,2014,976.0,0.976
Senegal,2015,1014.0,1.014
Senegal,2016,1219.0,1.219
Senegal,2017,1376.0,1.376
Serbia,2020,446.0,0.446
Serbia,2021,871.0,0.871
Serbia,2022,1773.0,1.773
Serbia,2023,2134.305,2.134305
Serbia,2024,2384.735,2.384735
Seychelles,1995,127.0,0.127
Seychelles,1996,142.0,0.142
Seychelles,1997,136.0,0.136
Seychelles,1998,134.0,0.134
Seychelles,1999,130.0,0.13
Seychelles,2000,140.0,0.14
Seychelles,2001,138.0,0.138
Seychelles,2002,135.0,0.135
Seychelles,2003,127.0,0.127
Seychelles,2004,126.0,0.126
Seychelles,2005,135.0,0.135
Seychelles,2006,151.0,0.151
Seychelles,2007,171.0,0.171
Seychelles,2008,173.0,0.173
Seychelles,2009,178.0,0.178
Seychelles,2010,191.0,0.191
Seychelles,2011,210.0,0.21
Seychelles,2012,216.0,0.216
Seychelles,2013,237.0,0.237
Seychelles,2014,239.0,0.239
Seychelles,2015,296.0,0.296
Seychelles,2016,333.0,0.333
Seychelles,2017,382.0,0.382
Seychelles,2018,405.0,0.405
Seychelles,2019,428.0,0.428
Seychelles,2020,124.5,0.1245
Seychelles,2021,183.0,0.183
Seychelles,2022,339.0,0.339
Sierra Leone,2012,75.0,0.075
Sierra Leone,2013,95.0,0.095
